# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-05-22 20:10:06 EDT       (vaww02)
#
# Data for the following 33 site(s) are contained in this file
#    USGS 10293000 E WALKER RV NR BRIDGEPORT, CA
#    USGS 10308200 E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE
#    USGS 10344400 LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA
#    USGS 10346000 TRUCKEE R A FARAD CA
#    USGS 11160500 SAN LORENZO R A BIG TREES CA
#    USGS 11161000 SAN LORENZO R A SANTA CRUZ CA
#    USGS 11355010 PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA
#    USGS 11355500 HAT C NR HAT CREEK CA
#    USGS 11377100 SACRAMENTO R AB BEND BRIDGE NR RED BLUFF CA
#    USGS 11389500 SACRAMENTO R A COLUSA CA
#    USGS 11413000 N YUBA R BL GOODYEARS BAR CA
#    USGS 11421000 YUBA R NR MARYSVILLE CA
#    USGS 11427000 NF AMERICAN R A NORTH FORK DAM CA
#    USGS 11454000 PUTAH C NR WINTERS CA
#    USGS 11467000 RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA
#    USGS 11468000 NAVARRO R NR NAVARRO CA
#    USGS 11468500 NOYO R NR FORT BRAGG CA
#    USGS 11468900 MATTOLE R NR ETTERSBURG CA
#    USGS 11469000 MATTOLE R NR PETROLIA CA
#    USGS 11475000 EEL R A FORT SEWARD CA
#    USGS 11477000 EEL R A SCOTIA CA
#    USGS 11478500 VAN DUZEN R NR BRIDGEVILLE CA
#    USGS 11481000 MAD R NR ARCATA CA
#    USGS 11482500 REDWOOD C A ORICK CA
#    USGS 11525500 TRINITY R A LEWISTON CA
#    USGS 11526250 TRINITY R A JUNCTION CITY CA
#    USGS 11527000 TRINITY R NR BURNT RANCH CA
#    USGS 11532500 SMITH R NR CRESCENT CITY CA
#    USGS 14303600 NESTUCCA RIVER NEAR BEAVER, OR
#    USGS 14319500 NORTH UMPQUA RIVER AT WINCHESTER, OR
#    USGS 14321000 UMPQUA RIVER NEAR ELKTON, OR
#    USGS 14361500 ROGUE RIVER AT GRANTS PASS, OR
#    USGS 14372300 ROGUE RIVER NEAR AGNESS, OR
# -----------------------------------------------------------------------------------
#
# Data provided for site 10293000
#            TS   parameter     statistic     Description
#        102494       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     R  Records for these data have been revised. [https://waterdata.usgs.gov/usa/nwis/revision/?site_no=10293000&ts_ids=102494]
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	102494_00060_00003	102494_00060_00003_cd
USGS	10293000	2017-03-31	844	A
USGS	10293000	2017-04-01	833	A
USGS	10293000	2017-04-02	824	A
USGS	10293000	2017-04-03	612	A
USGS	10293000	2017-04-04	493	A
USGS	10293000	2017-04-05	490	A
USGS	10293000	2017-04-06	489	A
USGS	10293000	2017-04-07	491	A
USGS	10293000	2017-04-08	494	A
USGS	10293000	2017-04-09	495	A
USGS	10293000	2017-04-10	494	A
USGS	10293000	2017-04-11	493	A
USGS	10293000	2017-04-12	492	A
USGS	10293000	2017-04-13	490	A
USGS	10293000	2017-04-14	488	A
USGS	10293000	2017-04-15	486	A
USGS	10293000	2017-04-16	484	A
USGS	10293000	2017-04-17	406	A
USGS	10293000	2017-04-18	356	A
USGS	10293000	2017-04-19	357	A
USGS	10293000	2017-04-20	358	A
USGS	10293000	2017-04-21	359	A
USGS	10293000	2017-04-22	359	A
USGS	10293000	2017-04-23	361	A
USGS	10293000	2017-04-24	363	A
USGS	10293000	2017-04-25	406	A
USGS	10293000	2017-04-26	431	A
USGS	10293000	2017-04-27	433	A
USGS	10293000	2017-04-28	434	A
USGS	10293000	2017-04-29	435	A
USGS	10293000	2017-04-30	435	A
USGS	10293000	2017-05-01	436	A
USGS	10293000	2017-05-02	482	A
USGS	10293000	2017-05-03	532	A
USGS	10293000	2017-05-04	535	A
USGS	10293000	2017-05-05	602	A
USGS	10293000	2017-05-06	639	A
USGS	10293000	2017-05-07	645	A
USGS	10293000	2017-05-08	698	A
USGS	10293000	2017-05-09	790	A
USGS	10293000	2017-05-10	848	A
USGS	10293000	2017-05-11	846	A
USGS	10293000	2017-05-12	846	A
USGS	10293000	2017-05-13	845	A
USGS	10293000	2017-05-14	843	A
USGS	10293000	2017-05-15	841	A
USGS	10293000	2017-05-16	838	A
USGS	10293000	2017-05-17	834	A
USGS	10293000	2017-05-18	828	A
USGS	10293000	2017-05-19	821	A
USGS	10293000	2017-05-20	816	A
USGS	10293000	2017-05-21	812	A
USGS	10293000	2017-05-22	810	A
USGS	10293000	2017-05-23	808	A
USGS	10293000	2017-05-24	808	A
USGS	10293000	2017-05-25	809	A
USGS	10293000	2017-05-26	810	A
USGS	10293000	2017-05-27	811	A
USGS	10293000	2017-05-28	811	A
USGS	10293000	2017-05-29	813	A
USGS	10293000	2017-05-30	815	A
USGS	10293000	2017-05-31	819	A
USGS	10293000	2017-06-01	824	A
USGS	10293000	2017-06-02	827	A
USGS	10293000	2017-06-03	832	A
USGS	10293000	2017-06-04	838	A
USGS	10293000	2017-06-05	846	A
USGS	10293000	2017-06-06	854	A
USGS	10293000	2017-06-07	863	A
USGS	10293000	2017-06-08	870	A
USGS	10293000	2017-06-09	876	A
USGS	10293000	2017-06-10	881	A
USGS	10293000	2017-06-11	885	A
USGS	10293000	2017-06-12	840	A
USGS	10293000	2017-06-13	787	A
USGS	10293000	2017-06-14	788	A
USGS	10293000	2017-06-15	788	A
USGS	10293000	2017-06-16	789	A
USGS	10293000	2017-06-17	791	A
USGS	10293000	2017-06-18	795	A
USGS	10293000	2017-06-19	799	A
USGS	10293000	2017-06-20	807	A
USGS	10293000	2017-06-21	813	A
USGS	10293000	2017-06-22	820	A
USGS	10293000	2017-06-23	865	A
USGS	10293000	2017-06-24	957	A
USGS	10293000	2017-06-25	1010	A
USGS	10293000	2017-06-26	1010	A
USGS	10293000	2017-06-27	1070	A
USGS	10293000	2017-06-28	1330	A
USGS	10293000	2017-06-29	1470	A
USGS	10293000	2017-06-30	1400	A
USGS	10293000	2017-07-01	1400	A
USGS	10293000	2017-07-02	1400	A
USGS	10293000	2017-07-03	1330	A
USGS	10293000	2017-07-04	1260	A
USGS	10293000	2017-07-05	1260	A
USGS	10293000	2017-07-06	1260	A
USGS	10293000	2017-07-07	1260	A
USGS	10293000	2017-07-08	1260	A
USGS	10293000	2017-07-09	1260	A
USGS	10293000	2017-07-10	1180	A
USGS	10293000	2017-07-11	1120	A
USGS	10293000	2017-07-12	1120	A
USGS	10293000	2017-07-13	1080	A
USGS	10293000	2017-07-14	999	A
USGS	10293000	2017-07-15	965	A
USGS	10293000	2017-07-16	964	A
USGS	10293000	2017-07-17	899	A
USGS	10293000	2017-07-18	820	A
USGS	10293000	2017-07-19	760	A
USGS	10293000	2017-07-20	675	A
USGS	10293000	2017-07-21	606	A
USGS	10293000	2017-07-22	583	A
USGS	10293000	2017-07-23	583	A
USGS	10293000	2017-07-24	564	A
USGS	10293000	2017-07-25	537	A
USGS	10293000	2017-07-26	537	A
USGS	10293000	2017-07-27	537	A
USGS	10293000	2017-07-28	538	A
USGS	10293000	2017-07-29	538	A
USGS	10293000	2017-07-30	538	A
USGS	10293000	2017-07-31	538	A
USGS	10293000	2017-08-01	508	A
USGS	10293000	2017-08-02	478	A
USGS	10293000	2017-08-03	448	A
USGS	10293000	2017-08-04	436	A
USGS	10293000	2017-08-05	436	A
USGS	10293000	2017-08-06	438	A
USGS	10293000	2017-08-07	439	A
USGS	10293000	2017-08-08	439	A
USGS	10293000	2017-08-09	439	A
USGS	10293000	2017-08-10	440	A
USGS	10293000	2017-08-11	440	A
USGS	10293000	2017-08-12	439	A
USGS	10293000	2017-08-13	439	A
USGS	10293000	2017-08-14	393	A
USGS	10293000	2017-08-15	370	A
USGS	10293000	2017-08-16	369	A
USGS	10293000	2017-08-17	369	A
USGS	10293000	2017-08-18	369	A
USGS	10293000	2017-08-19	368	A
USGS	10293000	2017-08-20	368	A
USGS	10293000	2017-08-21	367	A
USGS	10293000	2017-08-22	368	A
USGS	10293000	2017-08-23	367	A
USGS	10293000	2017-08-24	367	A
USGS	10293000	2017-08-25	367	A
USGS	10293000	2017-08-26	358	A
USGS	10293000	2017-08-27	345	A
USGS	10293000	2017-08-28	345	A
USGS	10293000	2017-08-29	345	A
USGS	10293000	2017-08-30	344	A
USGS	10293000	2017-08-31	344	A
USGS	10293000	2017-09-01	343	A
USGS	10293000	2017-09-02	343	A
USGS	10293000	2017-09-03	322	A
USGS	10293000	2017-09-04	310	A
USGS	10293000	2017-09-05	346	A
USGS	10293000	2017-09-06	359	A
USGS	10293000	2017-09-07	336	A
USGS	10293000	2017-09-08	330	A
USGS	10293000	2017-09-09	330	A
USGS	10293000	2017-09-10	330	A
USGS	10293000	2017-09-11	329	A
USGS	10293000	2017-09-12	318	A
USGS	10293000	2017-09-13	306	A
USGS	10293000	2017-09-14	306	A
USGS	10293000	2017-09-15	292	A
USGS	10293000	2017-09-16	285	A
USGS	10293000	2017-09-17	284	A
USGS	10293000	2017-09-18	284	A
USGS	10293000	2017-09-19	284	A
USGS	10293000	2017-09-20	273	A
USGS	10293000	2017-09-21	261	A
USGS	10293000	2017-09-22	261	A
USGS	10293000	2017-09-23	261	A
USGS	10293000	2017-09-24	260	A
USGS	10293000	2017-09-25	245	A
USGS	10293000	2017-09-26	227	A
USGS	10293000	2017-09-27	227	A
USGS	10293000	2017-09-28	222	A
USGS	10293000	2017-09-29	216	A
USGS	10293000	2017-09-30	216	A
USGS	10293000	2017-10-01	216	A
USGS	10293000	2017-10-02	210	A
USGS	10293000	2017-10-03	204	A
USGS	10293000	2017-10-04	199	A
USGS	10293000	2017-10-05	192	A
USGS	10293000	2017-10-06	191	A
USGS	10293000	2017-10-07	191	A
USGS	10293000	2017-10-08	190	A
USGS	10293000	2017-10-09	190	A
USGS	10293000	2017-10-10	189	A
USGS	10293000	2017-10-11	178	A
USGS	10293000	2017-10-12	165	A
USGS	10293000	2017-10-13	165	A
USGS	10293000	2017-10-14	160	A
USGS	10293000	2017-10-15	152	A
USGS	10293000	2017-10-16	152	A
USGS	10293000	2017-10-17	147	A
USGS	10293000	2017-10-18	139	A
USGS	10293000	2017-10-19	126	A
USGS	10293000	2017-10-20	109	A
USGS	10293000	2017-10-21	108	A
USGS	10293000	2017-10-22	107	A
USGS	10293000	2017-10-23	107	A
USGS	10293000	2017-10-24	115	A
USGS	10293000	2017-10-25	124	A
USGS	10293000	2017-10-26	124	A
USGS	10293000	2017-10-27	124	A
USGS	10293000	2017-10-28	123	A
USGS	10293000	2017-10-29	123	A
USGS	10293000	2017-10-30	122	A
USGS	10293000	2017-10-31	81.4	A
USGS	10293000	2017-11-01	54.7	A
USGS	10293000	2017-11-02	53.2	A
USGS	10293000	2017-11-03	52.8	A
USGS	10293000	2017-11-04	52.5	A
USGS	10293000	2017-11-05	52.3	A
USGS	10293000	2017-11-06	52.0	A
USGS	10293000	2017-11-07	51.8	A
USGS	10293000	2017-11-08	51.6	A
USGS	10293000	2017-11-09	50.9	A
USGS	10293000	2017-11-10	50.3	A
USGS	10293000	2017-11-11	50.3	A
USGS	10293000	2017-11-12	50.6	A
USGS	10293000	2017-11-13	50.0	A
USGS	10293000	2017-11-14	50.2	A
USGS	10293000	2017-11-15	49.7	A
USGS	10293000	2017-11-16	51.2	A
USGS	10293000	2017-11-17	51.5	A
USGS	10293000	2017-11-18	50.1	A
USGS	10293000	2017-11-19	50.3	A
USGS	10293000	2017-11-20	50.0	A
USGS	10293000	2017-11-21	50.0	A
USGS	10293000	2017-11-22	49.9	A
USGS	10293000	2017-11-23	49.9	A
USGS	10293000	2017-11-24	49.9	A
USGS	10293000	2017-11-25	49.7	A
USGS	10293000	2017-11-26	49.7	A
USGS	10293000	2017-11-27	49.7	A
USGS	10293000	2017-11-28	49.7	A
USGS	10293000	2017-11-29	49.6	A
USGS	10293000	2017-11-30	49.6	A
USGS	10293000	2017-12-01	49.6	A
USGS	10293000	2017-12-02	49.5	A
USGS	10293000	2017-12-03	49.7	A
USGS	10293000	2017-12-04	49.6	A
USGS	10293000	2017-12-05	50.3	A
USGS	10293000	2017-12-06	50.3	A
USGS	10293000	2017-12-07	50.5	A
USGS	10293000	2017-12-08	50.5	A
USGS	10293000	2017-12-09	62.2	A
USGS	10293000	2017-12-10	73.7	A
USGS	10293000	2017-12-11	73.7	A
USGS	10293000	2017-12-12	73.6	A
USGS	10293000	2017-12-13	73.7	A
USGS	10293000	2017-12-14	74.2	A
USGS	10293000	2017-12-15	73.9	A
USGS	10293000	2017-12-16	74.5	A
USGS	10293000	2017-12-17	73.9	A
USGS	10293000	2017-12-18	79.4	A
USGS	10293000	2017-12-19	86.5	A
USGS	10293000	2017-12-20	86.3	A
USGS	10293000	2017-12-21	100	A
USGS	10293000	2017-12-22	111	A
USGS	10293000	2017-12-23	111	A
USGS	10293000	2017-12-24	110	A
USGS	10293000	2017-12-25	111	A
USGS	10293000	2017-12-26	123	A
USGS	10293000	2017-12-27	141	A
USGS	10293000	2017-12-28	140	A
USGS	10293000	2017-12-29	140	A
USGS	10293000	2017-12-30	140	A
USGS	10293000	2017-12-31	140	A
USGS	10293000	2018-01-01	140	A
USGS	10293000	2018-01-02	140	A
USGS	10293000	2018-01-03	140	A
USGS	10293000	2018-01-04	140	A
USGS	10293000	2018-01-05	139	A
USGS	10293000	2018-01-06	139	A
USGS	10293000	2018-01-07	139	A
USGS	10293000	2018-01-08	139	A
USGS	10293000	2018-01-09	139	A
USGS	10293000	2018-01-10	139	A
USGS	10293000	2018-01-11	139	A
USGS	10293000	2018-01-12	139	A
USGS	10293000	2018-01-13	139	A
USGS	10293000	2018-01-14	138	A
USGS	10293000	2018-01-15	138	A
USGS	10293000	2018-01-16	138	A
USGS	10293000	2018-01-17	138	A
USGS	10293000	2018-01-18	138	A
USGS	10293000	2018-01-19	138	A
USGS	10293000	2018-01-20	138	A
USGS	10293000	2018-01-21	137	A
USGS	10293000	2018-01-22	137	A
USGS	10293000	2018-01-23	137	A
USGS	10293000	2018-01-24	137	A
USGS	10293000	2018-01-25	137	A
USGS	10293000	2018-01-26	137	A
USGS	10293000	2018-01-27	137	A
USGS	10293000	2018-01-28	138	A
USGS	10293000	2018-01-29	102	A
USGS	10293000	2018-01-30	55.6	A
USGS	10293000	2018-01-31	41.1	A
USGS	10293000	2018-02-01	40.6	A
USGS	10293000	2018-02-02	40.6	A
USGS	10293000	2018-02-03	40.6	A
USGS	10293000	2018-02-04	40.6	A
USGS	10293000	2018-02-05	40.9	A
USGS	10293000	2018-02-06	40.8	A
USGS	10293000	2018-02-07	39.5	A
USGS	10293000	2018-02-08	36.6	A
USGS	10293000	2018-02-09	32.1	A
USGS	10293000	2018-02-10	32.2	A
USGS	10293000	2018-02-11	32.1	A
USGS	10293000	2018-02-12	31.4	A
USGS	10293000	2018-02-13	31.4	A
USGS	10293000	2018-02-14	31.5	A
USGS	10293000	2018-02-15	31.5	A
USGS	10293000	2018-02-16	31.6	A
USGS	10293000	2018-02-17	31.6	A
USGS	10293000	2018-02-18	31.6	A
USGS	10293000	2018-02-19	31.2	A
USGS	10293000	2018-02-20	32.1	A
USGS	10293000	2018-02-21	33.0	A
USGS	10293000	2018-02-22	32.3	A
USGS	10293000	2018-02-23	31.2	A
USGS	10293000	2018-02-24	31.1	A
USGS	10293000	2018-02-25	31.2	A
USGS	10293000	2018-02-26	31.2	A
USGS	10293000	2018-02-27	31.3	A
USGS	10293000	2018-02-28	31.3	A
USGS	10293000	2018-03-01	30.6	A
USGS	10293000	2018-03-02	30.5	A
USGS	10293000	2018-03-03	30.6	A
USGS	10293000	2018-03-04	30.6	A
USGS	10293000	2018-03-05	35.7	A
USGS	10293000	2018-03-06	67.4	A
USGS	10293000	2018-03-07	91.8	A
USGS	10293000	2018-03-08	92.7	A
USGS	10293000	2018-03-09	93.7	A
USGS	10293000	2018-03-10	93.9	A
USGS	10293000	2018-03-11	94.0	A
USGS	10293000	2018-03-12	129	A
USGS	10293000	2018-03-13	202	A
USGS	10293000	2018-03-14	220	A
USGS	10293000	2018-03-15	220	A
USGS	10293000	2018-03-16	220	A
USGS	10293000	2018-03-17	220	A
USGS	10293000	2018-03-18	220	A
USGS	10293000	2018-03-19	221	A
USGS	10293000	2018-03-20	304	A
USGS	10293000	2018-03-21	339	A
USGS	10293000	2018-03-22	392	A
USGS	10293000	2018-03-23	428	A
USGS	10293000	2018-03-24	395	A
USGS	10293000	2018-03-25	374	A
USGS	10293000	2018-03-26	235	A
USGS	10293000	2018-03-27	136	A
USGS	10293000	2018-03-28	135	A
USGS	10293000	2018-03-29	135	A
USGS	10293000	2018-03-30	135	A
USGS	10293000	2018-03-31	153	A
USGS	10293000	2018-04-01	171	A
USGS	10293000	2018-04-02	263	A
USGS	10293000	2018-04-03	397	A
USGS	10293000	2018-04-04	483	A
USGS	10293000	2018-04-05	413	A
USGS	10293000	2018-04-06	294	A
USGS	10293000	2018-04-07	248	A
USGS	10293000	2018-04-08	216	A
USGS	10293000	2018-04-09	195	A
USGS	10293000	2018-04-10	195	A
USGS	10293000	2018-04-11	195	A
USGS	10293000	2018-04-12	195	A
USGS	10293000	2018-04-13	196	A
USGS	10293000	2018-04-14	195	A
USGS	10293000	2018-04-15	196	A
USGS	10293000	2018-04-16	195	A
USGS	10293000	2018-04-17	196	A
USGS	10293000	2018-04-18	195	A
USGS	10293000	2018-04-19	157	A
USGS	10293000	2018-04-20	128	A
USGS	10293000	2018-04-21	138	A
USGS	10293000	2018-04-22	151	A
USGS	10293000	2018-04-23	135	A
USGS	10293000	2018-04-24	133	A
USGS	10293000	2018-04-25	163	A
USGS	10293000	2018-04-26	185	A
USGS	10293000	2018-04-27	198	A
USGS	10293000	2018-04-28	199	A
USGS	10293000	2018-04-29	199	A
USGS	10293000	2018-04-30	208	A
USGS	10293000	2018-05-01	244	A
USGS	10293000	2018-05-02	244	A
USGS	10293000	2018-05-03	232	A
USGS	10293000	2018-05-04	232	A
USGS	10293000	2018-05-05	232	A
USGS	10293000	2018-05-06	232	A
USGS	10293000	2018-05-07	232	A
USGS	10293000	2018-05-08	218	A
USGS	10293000	2018-05-09	211	A
USGS	10293000	2018-05-10	211	A
USGS	10293000	2018-05-11	211	A
USGS	10293000	2018-05-12	221	A
USGS	10293000	2018-05-13	234	A
USGS	10293000	2018-05-14	234	A
USGS	10293000	2018-05-15	234	A
USGS	10293000	2018-05-16	234	A
USGS	10293000	2018-05-17	234	A
USGS	10293000	2018-05-18	234	A
USGS	10293000	2018-05-19	233	A
USGS	10293000	2018-05-20	234	A
USGS	10293000	2018-05-21	234	A
USGS	10293000	2018-05-22	252	A
USGS	10293000	2018-05-23	401	A
USGS	10293000	2018-05-24	574	A
USGS	10293000	2018-05-25	611	A
USGS	10293000	2018-05-26	611	A
USGS	10293000	2018-05-27	541	A
USGS	10293000	2018-05-28	498	A
USGS	10293000	2018-05-29	435	A
USGS	10293000	2018-05-30	346	A
USGS	10293000	2018-05-31	279	A
USGS	10293000	2018-06-01	280	A
USGS	10293000	2018-06-02	280	A
USGS	10293000	2018-06-03	281	A
USGS	10293000	2018-06-04	334	A
USGS	10293000	2018-06-05	425	A
USGS	10293000	2018-06-06	543	A
USGS	10293000	2018-06-07	545	A
USGS	10293000	2018-06-08	457	A
USGS	10293000	2018-06-09	368	A
USGS	10293000	2018-06-10	293	A
USGS	10293000	2018-06-11	294	A
USGS	10293000	2018-06-12	294	A
USGS	10293000	2018-06-13	295	A
USGS	10293000	2018-06-14	296	A
USGS	10293000	2018-06-15	311	A
USGS	10293000	2018-06-16	321	A
USGS	10293000	2018-06-17	320	A
USGS	10293000	2018-06-18	320	A
USGS	10293000	2018-06-19	320	A
USGS	10293000	2018-06-20	320	A
USGS	10293000	2018-06-21	293	A
USGS	10293000	2018-06-22	260	A
USGS	10293000	2018-06-23	260	A
USGS	10293000	2018-06-24	259	A
USGS	10293000	2018-06-25	260	A
USGS	10293000	2018-06-26	260	A
USGS	10293000	2018-06-27	259	A
USGS	10293000	2018-06-28	244	A
USGS	10293000	2018-06-29	220	A
USGS	10293000	2018-06-30	214	A
USGS	10293000	2018-07-01	213	A
USGS	10293000	2018-07-02	232	A
USGS	10293000	2018-07-03	235	A
USGS	10293000	2018-07-04	234	A
USGS	10293000	2018-07-05	234	A
USGS	10293000	2018-07-06	233	A
USGS	10293000	2018-07-07	243	A
USGS	10293000	2018-07-08	254	A
USGS	10293000	2018-07-09	238	A
USGS	10293000	2018-07-10	220	A
USGS	10293000	2018-07-11	219	A
USGS	10293000	2018-07-12	219	A
USGS	10293000	2018-07-13	219	A
USGS	10293000	2018-07-14	228	A
USGS	10293000	2018-07-15	240	A
USGS	10293000	2018-07-16	244	A
USGS	10293000	2018-07-17	240	A
USGS	10293000	2018-07-18	227	A
USGS	10293000	2018-07-19	227	A
USGS	10293000	2018-07-20	227	A
USGS	10293000	2018-07-21	227	A
USGS	10293000	2018-07-22	227	A
USGS	10293000	2018-07-23	227	A
USGS	10293000	2018-07-24	226	A
USGS	10293000	2018-07-25	208	A
USGS	10293000	2018-07-26	184	A
USGS	10293000	2018-07-27	185	A
USGS	10293000	2018-07-28	184	A
USGS	10293000	2018-07-29	183	A
USGS	10293000	2018-07-30	183	A
USGS	10293000	2018-07-31	193	A
USGS	10293000	2018-08-01	204	A
USGS	10293000	2018-08-02	195	A
USGS	10293000	2018-08-03	182	A
USGS	10293000	2018-08-04	181	A
USGS	10293000	2018-08-05	181	A
USGS	10293000	2018-08-06	182	A
USGS	10293000	2018-08-07	182	A
USGS	10293000	2018-08-08	182	A
USGS	10293000	2018-08-09	172	A
USGS	10293000	2018-08-10	160	A
USGS	10293000	2018-08-11	160	A
USGS	10293000	2018-08-12	160	A
USGS	10293000	2018-08-13	150	A
USGS	10293000	2018-08-14	143	A
USGS	10293000	2018-08-15	166	A
USGS	10293000	2018-08-16	181	A
USGS	10293000	2018-08-17	170	A
USGS	10293000	2018-08-18	169	A
USGS	10293000	2018-08-19	169	A
USGS	10293000	2018-08-20	179	A
USGS	10293000	2018-08-21	205	A
USGS	10293000	2018-08-22	211	A
USGS	10293000	2018-08-23	199	A
USGS	10293000	2018-08-24	199	A
USGS	10293000	2018-08-25	195	A
USGS	10293000	2018-08-26	187	A
USGS	10293000	2018-08-27	197	A
USGS	10293000	2018-08-28	202	A
USGS	10293000	2018-08-29	197	A
USGS	10293000	2018-08-30	188	A
USGS	10293000	2018-08-31	176	A
USGS	10293000	2018-09-01	165	A
USGS	10293000	2018-09-02	154	A
USGS	10293000	2018-09-03	154	A
USGS	10293000	2018-09-04	168	A
USGS	10293000	2018-09-05	183	A
USGS	10293000	2018-09-06	173	A
USGS	10293000	2018-09-07	172	A
USGS	10293000	2018-09-08	171	A
USGS	10293000	2018-09-09	170	A
USGS	10293000	2018-09-10	170	A
USGS	10293000	2018-09-11	174	A
USGS	10293000	2018-09-12	173	A
USGS	10293000	2018-09-13	161	A
USGS	10293000	2018-09-14	155	A
USGS	10293000	2018-09-15	155	A
USGS	10293000	2018-09-16	156	A
USGS	10293000	2018-09-17	170	A
USGS	10293000	2018-09-18	184	A
USGS	10293000	2018-09-19	179	A
USGS	10293000	2018-09-20	173	A
USGS	10293000	2018-09-21	172	A
USGS	10293000	2018-09-22	171	A
USGS	10293000	2018-09-23	170	A
USGS	10293000	2018-09-24	165	A
USGS	10293000	2018-09-25	148	A
USGS	10293000	2018-09-26	131	A
USGS	10293000	2018-09-27	127	A
USGS	10293000	2018-09-28	126	A
USGS	10293000	2018-09-29	126	A
USGS	10293000	2018-09-30	126	A
USGS	10293000	2018-10-01	134	A
USGS	10293000	2018-10-02	144	A
USGS	10293000	2018-10-03	131	A
USGS	10293000	2018-10-04	115	A
USGS	10293000	2018-10-05	107	A
USGS	10293000	2018-10-06	107	A
USGS	10293000	2018-10-07	107	A
USGS	10293000	2018-10-08	95.5	A
USGS	10293000	2018-10-09	87.0	A
USGS	10293000	2018-10-10	78.2	A
USGS	10293000	2018-10-11	69.2	A
USGS	10293000	2018-10-12	68.6	A
USGS	10293000	2018-10-13	75.8	A
USGS	10293000	2018-10-14	85.4	A
USGS	10293000	2018-10-15	81.4	A
USGS	10293000	2018-10-16	92.2	A
USGS	10293000	2018-10-17	103	A
USGS	10293000	2018-10-18	81.9	A
USGS	10293000	2018-10-19	68.2	A
USGS	10293000	2018-10-20	68.2	A
USGS	10293000	2018-10-21	68.3	A
USGS	10293000	2018-10-22	72.5	A
USGS	10293000	2018-10-23	77.0	A
USGS	10293000	2018-10-24	76.8	A
USGS	10293000	2018-10-25	83.2	A
USGS	10293000	2018-10-26	94.2	A
USGS	10293000	2018-10-27	79.3	A
USGS	10293000	2018-10-28	59.3	A
USGS	10293000	2018-10-29	59.3	A
USGS	10293000	2018-10-30	37.8	A
USGS	10293000	2018-10-31	25.5	A
USGS	10293000	2018-11-01	25.2	A
USGS	10293000	2018-11-02	25.3	A
USGS	10293000	2018-11-03	25.3	A
USGS	10293000	2018-11-04	25.3	A
USGS	10293000	2018-11-05	25.3	A
USGS	10293000	2018-11-06	25.4	A
USGS	10293000	2018-11-07	25.4	A
USGS	10293000	2018-11-08	25.4	A
USGS	10293000	2018-11-09	25.4	A
USGS	10293000	2018-11-10	25.4	A
USGS	10293000	2018-11-11	24.7	A
USGS	10293000	2018-11-12	24.7	A
USGS	10293000	2018-11-13	24.7	A
USGS	10293000	2018-11-14	24.7	A
USGS	10293000	2018-11-15	24.8	A
USGS	10293000	2018-11-16	24.9	A
USGS	10293000	2018-11-17	25.0	A
USGS	10293000	2018-11-18	25.0	A
USGS	10293000	2018-11-19	25.1	A
USGS	10293000	2018-11-20	25.2	A
USGS	10293000	2018-11-21	25.3	A
USGS	10293000	2018-11-22	25.4	A
USGS	10293000	2018-11-23	25.8	A
USGS	10293000	2018-11-24	25.8	A
USGS	10293000	2018-11-25	26.0	A
USGS	10293000	2018-11-26	25.8	A
USGS	10293000	2018-11-27	25.9	A
USGS	10293000	2018-11-28	26.0	A
USGS	10293000	2018-11-29	26.8	A
USGS	10293000	2018-11-30	26.8	A
USGS	10293000	2018-12-01	26.3	A
USGS	10293000	2018-12-02	26.4	A
USGS	10293000	2018-12-03	26.5	A
USGS	10293000	2018-12-04	26.6	A
USGS	10293000	2018-12-05	26.7	A
USGS	10293000	2018-12-06	26.8	A
USGS	10293000	2018-12-07	26.9	A
USGS	10293000	2018-12-08	27.0	A
USGS	10293000	2018-12-09	27.2	A
USGS	10293000	2018-12-10	27.2	A
USGS	10293000	2018-12-11	27.3	A
USGS	10293000	2018-12-12	27.4	A
USGS	10293000	2018-12-13	27.6	A
USGS	10293000	2018-12-14	27.6	A
USGS	10293000	2018-12-15	27.7	A
USGS	10293000	2018-12-16	27.8	A
USGS	10293000	2018-12-17	27.9	A
USGS	10293000	2018-12-18	28.0	A
USGS	10293000	2018-12-19	28.1	A
USGS	10293000	2018-12-20	27.9	A
USGS	10293000	2018-12-21	27.8	A
USGS	10293000	2018-12-22	27.7	A
USGS	10293000	2018-12-23	27.6	A
